id,loss
1073,4517.3545
1074,2812.2476
1077,3188.9678
1080,9067.967
1088,947.4574
1096,805.51794
1097,11428.959
1105,5624.0557
1115,1924.7793
1116,3094.2996
1122,2342.931
1130,5268.956
1133,1056.2205
1137,1888.8574
1140,1873.3608
1143,7781.5283
1149,5212.4414
1150,909.0394
1153,759.9268
1157,875.46387
1180,622.2055
1183,1038.2965
1188,1536.8905
1193,1080.707
1200,747.7843
1209,4092.3828
1214,1874.9028
1219,1947.7866
1223,5772.071
1227,873.63574
1228,1484.8043
1229,4646.682
1233,1104.3225
1238,5664.5864
1239,1938.7144
1241,3256.7056
1243,1753.1691
1244,1171.8397
1245,3465.5046
1277,4069.7236
1279,3194.2722
1292,11728.382
1293,1392.3774
1299,8811.832
1304,2887.7244
1313,3688.0505
1328,2450.544
1330,1147.1726
1334,1596.7279
1335,1208.6515
1336,5499.2256
1341,1005.91296
1344,1043.9945
1351,977.28564
1352,2931.54
1354,1502.6025
1368,4050.2637
1373,1553.8142
1375,685.4341
1381,1613.63
1384,4030.5938
1385,4021.413
1388,5902.0913
1401,5573.9067
1402,2486.0457
1404,1557.895
1406,1507.3684
1409,1030.3038
1422,1379.8612
1429,3234.4795
1433,5553.267
1438,986.9718
1444,1203.7358
1446,1176.9574
1450,1070.1589
1451,786.02954
1454,1797.524
1458,2387.857
1461,3608.4731
1464,5745.1753
1465,1076.8241
1478,2275.3108
1479,1734.4315
1480,2502.302
1484,2212.8542
1486,933.38574
1488,894.28
1489,3448.6038
1491,1049.3708
1507,1932.0693
1515,1961.0408
1519,2694.8037
1528,1857.5918
1529,1094.3672
1530,2880.7886
1532,1171.8953
1541,1592.4065
1542,3311.114
1547,1355.6318
1549,1200.7017
1553,2356.7979
1554,2424.6506
1555,1375.413
1559,1575.7632
1565,1519.784
1568,1113.8776
1576,3314.6787
1579,963.1804
1592,969.1776
1596,3248.3425
1605,964.3296
1607,1538.5593
1612,2094.2244
1617,3140.5847
1619,2357.4417
1620,7290.1763
1624,2558.5056
1627,1297.8116
1633,1752.5964
1636,1234.3177
1639,1145.175
1640,4466.6353
1644,1220.574
1646,1424.6998
1647,2395.3828
1654,1270.9819
1655,3260.994
1664,6114.7637
1665,2066.925
1667,5099.622
1669,1181.4874
1678,2188.2007
1682,2017.1135
1689,1174.5165
1690,2672.042
1693,5363.4297
1695,913.5654
1705,2304.194
1706,2405.7185
1708,1974.3738
1716,1915.8083
1720,8733.809
1722,1652.4253
1749,4073.4595
1750,1751.071
1751,6044.922
1760,2879.3699
1763,4097.6465
1770,1646.447
1777,2014.4951
1785,4525.838
1791,1335.6559
1794,4437.191
1800,1259.8667
1816,1356.7411
1817,1256.7805
1821,3226.1047
1836,1444.2471
1838,1610.1705
1851,2021.4629
1852,2965.1013
1854,2389.395
1856,808.4061
1865,775.6611
1872,1104.2896
1878,765.18994
1880,947.9762
1881,1405.7294
1882,1981.3616
1886,879.27527
1892,1544.7565
1894,2223.5457
1898,2350.4902
1899,2685.9636
1902,1303.9098
1903,3684.0183
1906,1176.2643
1910,2215.0989
1911,1700.8636
1914,3341.5825
1929,3222.5745
1932,1455.1119
1952,1009.2953
1959,1353.0792
1960,1672.6084
1976,4440.597
1980,2860.3286
1981,1858.1716
1987,2115.4014
1994,1593.7233
2000,975.3779
2008,2327.3342
2011,2553.614
2012,4898.303
2019,1850.8428
2022,3211.921
2024,7774.574
2028,978.83606
2030,3841.811
2031,6748.6255
2047,1822.8153
2049,739.86523
2050,1488.7987
2051,4255.3003
2056,1611.9072
2057,1128.1561
2059,2511.6602
2069,3676.4102
2085,1939.8772
2089,968.1022
2090,1568.8284
2101,2681.8755
2114,2438.9128
2115,1340.3862
2118,1303.7843
2119,2313.5947
2125,1529.7124
2128,3197.987
2129,1475.1443
2132,1905.4944
2133,2199.99
2135,872.4507
2136,1693.6804
2143,1263.4059
2144,1105.6417
2145,2724.6145
2152,2297.0898
2160,2945.263
2166,1668.5883
2169,1065.002
2170,1671.6344
2172,1756.1134
2181,1874.9333
2183,1709.1863
2185,2742.8098
2188,2336.4604
2189,2138.7969
2194,4736.0566
2202,1543.878
2208,2672.572
2227,1906.3892
2230,5223.7676
2235,2349.532
2236,1683.1648
2244,7811.858
2248,1369.6003
2252,1427.0745
2254,1665.5586
2260,5543.3447
2263,1896.7668
2274,1537.0305
2277,1001.192
2279,5809.911
2280,11226.166
2283,2729.4045
2284,771.7035
2288,3477.469
2292,1890.5684
2295,5026.608
2296,1238.6638
2299,2912.2356
2315,4827.9185
2318,1585.5353
2329,10054.586
2337,1530.7255
2340,1082.5948
2342,1804.433
2347,2954.5542
2349,4510.6562
2354,1359.1199
2361,2461.2085
2370,1562.4684
2378,2996.5886
2382,3861.9858
2387,1480.7803
2389,1937.7947
2394,1430.6287
2396,2270.9333
2400,2690.2922
2407,2679.8726
2414,1019.72876
2415,1831.6807
2421,2109.0781
2427,1611.4727
2428,2380.3774
2430,2863.5874
2435,2366.8843
2445,6173.286
2446,1590.4648
2447,1313.9882
2449,1871.9446
2451,1854.0312
2458,15954.189
2462,11314.114
2463,2459.8816
2467,2115.1628
2471,5733.4053
2475,2297.5994
2478,3015.9563
2483,4116.422
2485,1129.3163
2487,1221.5571
2494,729.36786
2497,1610.0713
2499,1531.0399
2503,1476.868
2513,2449.0999
2515,2006.5645
2522,1599.1155
2523,1564.4269
2528,2640.2986
2532,4405.507
2536,1157.2312
2538,1468.6167
2539,1011.6266
2540,2597.4133
2545,4997.614
2548,1079.2477
2549,953.8517
2553,2327.3813
2563,1752.7166
2566,2173.8508
2574,1430.3596
2575,2597.62
2584,2543.5564
2588,2359.2617
2589,940.0288
2592,1494.3457
2596,1354.315
2598,1616.7572
2602,970.43494
2603,1591.9545
2607,2356.9685
2609,1415.5737
2611,5721.901
2627,1540.6123
2628,1767.575
2630,3079.8108
2633,2259.8381
2636,6856.7383
2640,1016.5039
2641,1322.1172
2657,4602.4204
2659,953.48364
2662,1092.7543
2663,1773.2057
2667,2226.1135
2670,919.18896
2682,2107.6438
2694,2819.1614
2699,6021.471
2700,2935.61
2703,5291.8115
2708,2113.7183
2714,959.3585
2725,749.86096
2726,1385.1146
2727,1312.4606
2732,2064.4229
2733,5329.476
2736,5103.146
2745,2190.3586
2760,1305.0519
2764,1864.5854
2765,6345.121
2766,620.09424
2775,2019.7092
2783,1651.5792
2784,1124.5752
2786,2619.0432
2801,1257.6046
2803,2094.5613
2813,5225.1025
2815,7068.0405
2816,1657.5466
2818,3047.231
2819,2215.352
2822,1289.7188
2825,1754.4967
2826,1435.7521
2830,1568.7887
2834,1312.6676
2835,6551.308
2856,2672.1323
2873,5797.166
2886,5609.222
2892,2871.8845
2896,1020.1406
2897,1109.8041
2899,2178.6167
2901,1129.8348
2909,5662.92
2914,3225.8105
2915,1273.7974
2916,2426.124
2919,954.8656
2926,2460.0273
2927,1889.488
2933,1638.3961
2934,3058.784
2941,1791.5314
2942,1674.3325
2946,2276.8682
2949,1671.464
2952,1817.0161
2957,9185.445
2962,1909.8452
2963,1019.69275
2965,1924.5635
2966,6114.246
2971,2335.0276
2975,716.50684
2979,1028.5464
2985,7436.188
2995,2566.0527
2996,1322.3799
3001,3495.1873
3007,2269.1277
3008,889.074
3014,3424.4556
3017,11571.75
3021,1352.5039
3025,2146.0627
3026,945.19934
3034,2540.1125
3035,2169.2449
3044,2769.7754
3046,3389.9312
3047,5757.139
3057,2733.1616
3059,6452.7075
3063,4169.1855
3065,1358.6464
3067,2066.106
3069,1444.1891
3076,3443.0789
3086,1235.5603
3088,2253.6797
3090,1789.4434
3096,2772.6443
3100,1153.1349
3102,2056.4597
3103,2042.5486
3107,1052.9523
3118,1158.7438
3120,4410.8555
3123,1870.4307
3128,1191.1804
3132,1783.8589
3140,1664.4257
3152,2634.9
3165,2671.4983
3183,1537.3602
3190,1050.0419
3197,1919.4131
3201,1362.3557
3203,1943.6101
3214,2339.3987
3219,2053.837
3220,1279.9536
3221,4062.8398
3229,1580.5725
3234,1102.2164
3235,3198.6646
3240,1803.1632
3241,1546.8285
3249,1912.6709
3254,964.56287
3264,3606.7883
3266,1910.2446
3270,890.52795
3282,1862.7561
3285,1699.9774
3289,1240.2487
3291,1545.7684
3295,1995.4805
3299,924.8312
3302,1422.4446
3303,5750.45
3308,3235.4458
3309,3388.2607
3324,2177.5483
3327,5599.845
3330,4050.126
3335,1385.0111
3339,1939.0244
3340,2514.4312
3343,1506.1802
3350,2773.5544
3353,1588.2482
3356,8039.9404
3361,3202.7217
3368,986.8983
3376,1500.373
3381,1180.5728
3383,2330.9958
3397,2685.3542
3403,2166.2068
3405,1743.2754
3410,1592.9493
3412,2236.5525
3416,2883.6604
3417,1726.7227
3423,2777.7644
3427,6628.7993
3435,3245.6602
3439,1191.0133
3441,2300.9363
3450,1372.3547
3453,1024.7538
3454,1307.2374
3458,9185.84
3459,1572.2924
3467,3427.336
3469,5231.791
3477,1155.8909
3478,8170.1084
3482,919.854
3484,5134.234
3506,2450.9397
3515,6601.048
3522,3074.0542
3523,1633.6956
3526,1349.3475
3532,1607.5312
3534,1712.8011
3537,1209.5889
3539,1041.234
3542,4775.8716
3545,1332.8627
3552,1544.546
3554,1339.4698
3573,1884.9824
3576,1210.4427
3577,2746.0083
3580,1653.3247
3583,1081.5507
3584,1568.8528
3609,1201.2147
3613,4871.3174
3623,2149.0056
3624,3293.412
3638,8747.459
3642,1972.0234
3643,2490.6143
3647,1388.7393
3653,1906.7327
3654,4374.668
3656,1571.8513
3658,836.327
3659,3753.495
3663,6648.0186
3664,3418.2598
3666,940.3937
3681,1390.1224
3689,2803.1406
3694,3037.639
3695,1383.9843
3699,1599.8448
3701,2379.9014
3704,3611.329
3721,1211.2803
3726,4029.3032
3727,2880.6387
3729,2567.5317
3731,4119.1064
3738,1371.6165
3740,2671.5134
3744,1663.2844
3757,1119.4414
3758,1010.8209
3778,1829.9192
3781,3796.883
3790,6421.4644
3796,1455.9448
3798,6661.289
3804,1231.5293
3813,1105.2782
3814,1061.8475
3815,2792.4368
3818,2053.734
3823,2936.3997
3826,7166.7065
3831,1662.1014
3834,3445.4873
3835,2611.551
3849,2492.189
3850,2507.6096
3855,2194.8787
3864,2750.1355
3867,2015.8494
3871,1204.8434
3879,1752.9344
3880,2409.812
3882,3649.6858
3884,9353.613
3893,1729.6252
3895,1541.7689
3901,2953.5256
3903,1006.82117
3913,1595.7069
3921,1996.4897
3929,2533.4558
3947,914.16296
3962,1919.7832
3963,961.4783
3966,1860.8811
3975,1757.6624
3976,6016.8623
3977,3202.673
3978,1245.8264
3979,961.6007
3983,1802.1853
3985,901.1384
3989,8812.013
3992,1878.6133
3995,2131.0557
4008,2278.3638
4013,1803.0074
4029,1780.801
4035,2748.1611
4040,2232.6018
4048,898.95166
4060,2007.1074
4066,1236.804
4075,897.16406
4079,2423.0442
4083,1182.6519
4091,1950.978
4092,6115.7275
4093,2739.964
4098,2904.5044
4108,1447.3965
4109,903.3638
4110,3298.7532
4116,2183.2134
4129,1761.7881
4130,4243.089
4140,1963.667
4146,1675.0656
4150,3644.7842
4151,8037.709
4153,1467.4148
4169,5904.2446
4170,2178.4102
4179,1622.4985
4183,4431.8735
4188,3014.8892
4190,1597.6791
4193,1541.9525
4201,8237.364
4205,1272.5126
4210,2440.6272
4226,2008.3477
4229,1826.2511
4241,2782.6357
4242,1280.1442
4257,3249.612
4258,713.4697
4260,2556.3992
4263,5830.0967
4267,826.14343
4273,2349.057
4274,1910.7749
4277,1292.538
4281,1637.3007
4283,4352.281
4293,2583.6362
4294,1493.6041
4305,3821.629
4307,3008.2612
4318,1443.6906
4325,2117.458
4327,4760.7046
4332,2728.9702
4335,4119.992
4336,3876.4688
4337,759.37494
4339,4008.7988
4343,1442.1245
4346,943.21387
4348,1654.3597
4350,3989.401
4358,2424.0337
4359,2200.086
4363,1841.7284
4366,4494.4707
4374,1023.5781
4375,2128.8113
4377,1165.058
4393,3282.4883
4395,2355.6436
4400,1064.1066
4402,6134.5234
4404,8598.524
4415,2351.4426
4418,2167.5227
4422,1407.3817
4430,1350.754
4432,2089.6704
4433,1143.1848
4435,5213.7114
4438,1855.6521
4444,1810.9026
4447,1987.1003
4451,5129.246
4452,2057.5693
4457,1310.8049
4459,3935.8804
4469,1452.2212
4471,8749.7295
4486,1140.9642
4488,2452.91
4510,1484.4662
4515,1001.58325
4527,4222.6235
4530,1034.4097
4534,904.95337
4535,3673.8455
4536,1305.9019
4548,2849.1882
4549,1659.9628
4551,6059.142
4556,2569.1133
4559,746.9784
4564,1381.5292
4570,4120.161
4575,6896.441
4584,2932.0
4585,2746.573
4591,1735.654
4592,2596.6572
4593,1787.058
4594,1164.6271
4598,1090.2379
4607,2517.9968
4608,1044.7148
4620,2207.9934
4621,3001.7815
4625,2621.1086
4635,2976.3682
4638,4910.7314
4652,2499.708
4657,2741.923
4658,1905.3992
4666,5371.059
4672,1468.7225
4676,2609.8208
4680,1166.5468
4681,5796.8057
4683,3136.5793
4684,1218.5507
4689,2507.1824
4690,2753.577
4692,1951.925
4697,1755.4475
4700,1741.8193
4705,16634.312
4721,1939.959
4726,2067.056
4729,1006.06934
4731,4632.969
4736,2051.0327
4739,1891.013
4740,1725.48
4753,1172.9548
4754,2362.9106
4755,5124.5874
4756,1223.2317
4759,1799.49
4764,1355.3158
4771,2794.8635
4772,1834.8695
4776,818.3647
4780,2800.0776
4784,1562.1122
4786,1372.0894
4787,3392.815
4789,1044.4122
4794,1999.9792
4800,1776.0106
4807,3179.3179
4813,8131.284
4818,2437.0425
4823,11200.599
4824,1843.8578
4829,2660.9336
4830,996.917
4835,2416.0493
4844,1563.859
4845,1785.0995
4846,2558.0781
4847,888.1644
4854,2901.699
4857,3264.2334
4861,960.3357
4863,1276.1176
4866,2976.2075
4869,3705.487
4871,1323.5018
4872,2149.4917
4875,2731.541
4877,9009.279
4878,1022.1373
4885,1765.9197
4886,1479.4752
4888,3946.275
4890,1254.9777
4896,1162.7115
4899,2352.5317
4913,718.86145
4916,2096.2788
4920,4046.4106
4925,2474.7166
4934,1900.106
4941,2379.488
4946,1799.6531
4954,2851.1548
4956,1251.308
4958,4176.713
4965,1174.2451
4966,1227.6157
4970,2743.367
4977,1794.8285
4980,2437.128
4984,1950.2439
4995,965.6384
4997,2724.4304
4999,2187.9194
5005,3494.451
5011,1479.8716
5015,2345.6677
5016,2562.9287
5019,2568.416
5024,2233.6401
5030,2002.8818
5031,1684.9049
5034,2241.0447
5047,11028.034
5048,2127.2783
5052,1297.846
5061,1907.636
5062,15299.254
5067,3843.195
5068,4240.255
5077,1406.8774
5079,1959.3
5090,2925.9246
5094,2170.6746
5103,2052.959
5104,890.1177
5106,1947.6943
5107,1947.1506
5110,1225.5751
5114,1689.3574
5116,4251.9834
5121,5825.6934
5122,2809.5112
5124,1052.1489
5132,3785.7302
5133,1759.9928
5138,2124.4514
5143,2784.1096
5153,1449.4574
5154,2032.2681
5155,934.1583
5160,1762.8754
5169,3536.8022
5172,3390.794
5173,2719.7166
5179,1005.2495
5182,2939.2065
5187,1113.8268
5192,3107.578
5211,1330.9167
5213,3194.0037
5219,949.0962
5225,2566.8945
5226,1178.995
5227,4515.96
5228,1809.4054
5239,3171.3027
5241,1470.6707
5244,2349.7437
5248,3874.8828
5260,1211.2642
5266,1161.3256
5273,1932.7527
5280,7325.9634
5298,4381.2866
5300,1119.2645
5306,3426.807
5307,1315.3417
5311,4624.896
5316,1174.8795
5323,848.8524
5332,1624.4489
5336,1628.8693
5338,1065.8799
5342,3314.7256
5347,1371.5955
5355,3665.1216
5357,1851.4492
5362,1454.259
5363,1207.3651
5364,966.5342
5366,2206.9202
5374,5195.98
5375,804.03796
5379,2721.5535
5380,2221.852
5383,876.41504
5385,1451.9691
5390,2045.6133
5393,4372.7837
5398,2053.4146
5411,2771.6438
5414,899.5188
5429,1426.5616
5432,9386.159
5436,1255.6238
5437,4903.6494
5439,1164.5328
5440,2823.1404
5449,1454.3837
5458,1272.382
5460,915.3552
5462,1216.7404
5463,2209.9612
5465,2550.209
5467,3166.4482
5475,2477.4128
5483,1876.7607
5485,1289.6888
5489,1640.495
5493,2669.5657
5497,786.0831
5501,1479.2045
5506,1373.7755
5507,1388.9696
5510,3118.64
5524,4436.1206
5531,1326.6798
5542,4102.637
5543,1623.0626
5544,4286.785
5552,1611.458
5560,2431.4026
5563,3567.7917
5573,2610.7307
5579,1058.3967
5584,2898.633
5585,9679.305
5594,1589.718
5595,1855.4119
5597,1755.9651
5598,1400.0184
5604,1772.5557
5606,1398.9133
5610,1033.5453
5615,4348.7266
5631,1383.1439
5637,1405.1842
5646,1458.2727
5656,2970.6238
5658,9596.087
5666,1519.3217
5668,2319.1106
5673,1399.338
5680,1295.3069
5691,2739.2295
5692,6660.9355
5693,2062.0605
5697,2851.1255
5698,1639.5852
5700,1736.3926
5704,2078.9968
5705,1754.4697
5707,1157.3088
5710,969.8363
5716,920.2301
5720,1527.9128
5722,2324.446
5727,1849.3755
5733,1328.4381
5737,2361.7183
5742,3652.1096
5747,916.5504
5760,2967.7285
5774,1487.5413
5788,5066.5054
5796,1721.6992
5797,1449.4268
5800,2324.7747
5812,1635.9957
5814,1160.2944
5818,1161.199
5819,3349.8772
5823,4377.4
5826,2394.6936
5830,1685.3507
5831,1508.3806
5846,2392.0447
5864,2013.2603
5869,683.1326
5870,3795.9456
5879,1443.1812
5883,8463.28
5886,1155.6614
5889,4624.795
5904,2092.7217
5905,1114.748
5910,2766.8992
5911,2300.6704
5914,1603.798
5915,1687.0723
5920,1066.9971
5925,1833.5522
5926,1707.4219
5934,2708.6223
5939,2923.4988
5941,1039.7286
5943,1006.541
5949,3221.739
5961,1651.6172
5965,4354.2783
5966,2576.0566
5969,722.12885
5970,2533.7607
5978,2774.5046
5979,2741.184
5983,1428.8964
5985,5898.455
5989,969.1057
5997,1616.2557
6004,2031.3093
6010,3716.0269
6013,1440.4583
6019,1501.0502
6020,1307.9713
6032,1056.0707
6036,4743.104
6037,5330.647
6039,1754.2842
6050,1790.7975
6051,1554.3219
6053,4357.333
6057,1760.6603
6059,1350.8732
6067,3702.9478
6068,1450.8345
6075,1888.936
6078,823.7657
6079,4850.843
6080,3545.24
6082,4554.902
6084,1312.0034
6091,2387.1377
6092,1342.8915
6093,5039.8784
6096,1751.9028
6102,1768.122
6105,1644.4177
6116,1441.7784
6122,934.7864
6126,1036.3053
6131,4076.1177
6140,4896.067
6141,1241.2627
6146,1014.4088
6147,2349.8298
6157,2752.169
6162,2174.708
6163,2474.3735
6165,2181.112
6170,7464.7007
6208,1807.2134
6216,3973.7524
6218,1663.6772
6223,2797.8467
6224,2225.2668
6227,1673.7677
6240,9787.754
6241,1582.1813
6246,1297.8252
6248,3848.3613
6249,1281.8701
6255,1605.661
6261,2990.8687
6262,7723.684
6269,1679.4661
6271,2069.9429
6278,2475.8545
6284,1621.3622
6285,1633.3651
6287,1094.2975
6288,2210.3726
6291,2102.6777
6296,977.81116
6297,2997.2349
6304,1761.4196
6309,3096.05
6310,988.65234
6311,2439.624
6316,1274.4032
6319,1427.6324
6332,9369.69
6335,6617.445
6336,1283.3612
6341,1129.5806
6359,1264.0012
6369,1656.6903
6375,870.61487
6378,3396.7026
6380,3329.3164
6385,9428.773
6387,7761.1626
6391,2655.655
6392,828.39514
6393,2619.3833
6400,818.8077
6411,2621.2837
6415,2112.2568
6416,2181.6514
6419,2267.0505
6421,1370.4478
6432,2132.5723
6438,1613.2383
6444,975.63965
6445,1526.5226
6446,1304.4507
6448,7803.8926
6452,1344.209
6459,2239.7402
6470,3665.8442
6475,893.9038
6484,2205.627
6492,2415.6
6502,1866.5237
6505,1235.3275
6506,1895.1887
6513,1915.5623
6514,3363.4482
6524,4976.531
6525,652.72284
6528,1560.2948
6529,9195.771
6531,1804.0957
6538,1712.2466
6541,3621.8625
6546,2895.1243
6553,962.9341
6563,742.59045
6567,1855.011
6586,5847.7427
6588,2516.4731
6589,4265.7905
6591,3824.0151
6596,1337.0845
6607,1663.3813
6613,9177.76
6615,1941.0491
6625,1276.7913
6629,3388.4387
6630,2570.973
6632,1283.7913
6640,1009.90967
6645,2983.6284
6648,2368.5115
6656,1521.9512
6658,2658.2188
6661,1571.493
6663,2138.5684
6665,3463.1494
6673,1705.6182
6676,1745.9255
6681,1255.925
6683,1574.0155
6684,899.02075
6695,1219.3755
6697,2069.2698
6700,2682.241
6702,1165.8568
6703,1386.6633
6704,3451.761
6712,4251.329
6716,4305.3726
6723,1179.0496
6733,3776.4817
6734,2415.0564
6739,3624.3748
6743,656.2415
6746,1749.292
6756,1291.0128
6758,1523.9534
6765,1017.2606
6772,2127.0264
6776,3389.2534
6777,1798.2109
6784,2852.6187
6785,1346.7462
6788,1532.5421
6790,1846.3396
6792,1145.678
6797,1329.8673
6802,2307.1284
6806,1035.9434
6808,973.27747
6809,3230.2437
6810,1741.1287
6814,1316.9054
6815,2659.2275
6819,966.61096
6824,2455.983
6830,1867.1299
6835,4258.471
6838,1759.6985
6845,5965.295
6846,1068.3705
6847,3041.8223
6848,5610.835
6849,3097.4492
6864,9752.07
6869,1365.6647
6870,1733.3462
6876,1602.663
6878,2063.078
6890,8690.988
6892,4275.025
6899,1198.75
6906,1241.8745
6908,1299.0013
6912,2565.4924
6913,1055.7587
6925,1219.454
6932,1826.8647
6935,1458.7408
6939,1352.093
6946,2331.667
6950,1020.05505
6963,1201.1532
6972,5231.9517
6974,861.4513
6978,3111.953
6979,703.02686
6985,2725.3857
6989,3674.008
7005,932.82605
7007,1696.2747
7009,4556.0947
7015,774.4824
7036,3108.9282
7047,2689.898
7049,1049.679
7054,3116.2195
7056,6673.3984
7058,1007.9646
7061,1273.1917
7064,1216.8417
7066,1740.6715
7069,784.39374
7085,1431.8568
7086,7044.519
7096,1286.1266
7103,9363.568
7122,1898.5603
7125,4039.3096
7126,980.2927
7130,1270.0991
7134,5906.3057
7135,1052.7808
7140,3484.504
7145,1207.8484
7148,2153.6125
7151,5500.1714
7156,4805.3467
7157,1597.9337
7161,2059.5713
7163,2168.5898
7168,1142.7616
7170,5933.913
7174,827.33057
7175,8658.927
7199,807.0083
7200,5521.619
7203,2073.8071
7209,1664.4327
7210,10068.521
7215,1238.0088
7240,3738.003
7241,1658.8828
7248,2003.2317
7253,4014.5986
7260,3163.3323
7262,1524.4755
7264,3294.1816
7265,2642.7131
7267,5592.1675
7268,5086.841
7269,2386.6973
7270,2118.456
7271,822.1262
7274,4423.219
7289,751.51013
7292,2646.5002
7293,2656.9585
7294,652.1936
7296,4898.4346
7298,1225.6858
7299,1611.1289
7304,5135.099
7305,1568.8502
7308,2195.4453
7309,2250.844
7310,1412.9844
7311,2523.2678
7312,1933.426
7317,1464.2455
7319,9084.527
7320,3256.4749
7329,5317.4453
7330,4456.2993
7331,3733.9717
7336,1108.8638
7353,2884.125
7358,3222.6755
7363,3502.1467
7365,4651.5103
7366,1119.8416
7374,3314.7122
7377,1563.4932
7378,2800.8215
7382,2055.9875
7388,2493.3586
7398,2840.0593
7400,1817.1027
7411,1717.2207
7426,2379.242
7434,5857.0415
7436,734.92163
7442,1238.2235
7443,1720.9598
7464,1913.8721
7470,2503.2273
7476,913.28723
7478,1103.2805
7479,1425.332
7480,2053.2502
7487,1888.7588
7495,2726.4922
7498,1568.2422
7507,5153.544
7525,5424.5073
7527,1328.0461
7528,1380.25
7533,984.3242
7535,3465.0293
7536,655.2557
7537,3077.7969
7544,1495.8483
7552,2062.9592
7553,2462.371
7554,2129.429
7555,1563.9094
7556,6027.633
7560,2086.3853
7564,3720.9224
7570,1412.6898
7571,1135.8529
7573,1183.1498
7574,1554.393
7575,1176.6147
7592,1171.9816
7595,3758.8867
7596,1539.6299
7601,2604.7354
7608,1768.1023
7610,1182.5378
7613,2379.4216
7623,2738.7322
7630,1147.1842
7638,1132.7283
7643,737.9151
7647,3111.6243
7671,932.7666
7672,1761.9022
7676,2028.5012
7682,882.6875
7689,2986.9153
7691,1511.7646
7695,2572.2854
7705,2396.5947
7707,4513.586
7709,1949.4934
7710,10651.462
7714,2586.8594
7716,4925.047
7717,2222.0576
